path,label,field,source_capture,review_status
training_data_hud_crops/instability/user_20260418_081525__cap_20260418_090118_110__0.png,0,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_090118_110.png,approved
training_data_hud_crops/mass/user_20260418_081525__cap_20260418_090124_826__4105.png,4105,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_090124_826.png,approved
training_data_hud_crops/resistance/user_20260418_081525__cap_20260418_090124_826__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_090124_826.png,approved
training_data_hud_crops/instability/user_20260418_081525__cap_20260418_090124_826__0.png,0,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_090124_826.png,approved
training_data_hud_crops/mass/user_20260418_081525__cap_20260418_090135_740__1833.png,1833,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_090135_740.png,approved
training_data_hud_crops/resistance/user_20260418_081525__cap_20260418_090135_740__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_090135_740.png,approved
training_data_hud_crops/instability/user_20260418_081525__cap_20260418_090135_740__0.png,0,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_090135_740.png,approved
training_data_hud_crops/mass/user_20260418_081525__cap_20260418_090138_606__4105.png,4105,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_090138_606.png,approved
training_data_hud_crops/mass/user_20260418_081525__cap_20260418_090142_856__1071.png,1071,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_090142_856.png,approved
training_data_hud_crops/resistance/user_20260418_081525__cap_20260418_090142_856__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_090142_856.png,approved
training_data_hud_crops/instability/user_20260418_081525__cap_20260418_090142_856__0.png,0,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_090142_856.png,approved
training_data_hud_crops/mass/user_20260418_081525__cap_20260418_090145_619__3577.png,3577,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_090145_619.png,approved
training_data_hud_crops/instability/user_20260418_081525__cap_20260418_090145_619__0.png,0,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_090145_619.png,approved
training_data_hud_crops/mass/user_20260418_081525__cap_20260418_091436_264__0.png,0,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091436_264.png,approved
training_data_hud_crops/resistance/user_20260418_081525__cap_20260418_091436_264__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091436_264.png,approved
training_data_hud_crops/instability/user_20260418_081525__cap_20260418_091436_264__0.png,0,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091436_264.png,approved
training_data_hud_crops/mass/user_20260418_081525__cap_20260418_091447_617__2379.png,2379,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091447_617.png,approved
training_data_hud_crops/resistance/user_20260418_081525__cap_20260418_091447_617__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091447_617.png,approved
training_data_hud_crops/instability/user_20260418_081525__cap_20260418_091447_617__0.png,0,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091447_617.png,approved
training_data_hud_crops/mass/user_20260418_081525__cap_20260418_091456_295__3411.png,3411,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091456_295.png,approved
training_data_hud_crops/resistance/user_20260418_081525__cap_20260418_091456_295__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091456_295.png,approved
training_data_hud_crops/instability/user_20260418_081525__cap_20260418_091456_295__0.png,0,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091456_295.png,approved
training_data_hud_crops/mass/user_20260418_081525__cap_20260418_091502_392__0.png,0,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091502_392.png,approved
training_data_hud_crops/resistance/user_20260418_081525__cap_20260418_091502_392__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091502_392.png,approved
training_data_hud_crops/mass/user_20260418_081525__cap_20260418_091503_852__1323.png,1323,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091503_852.png,approved
training_data_hud_crops/resistance/user_20260418_081525__cap_20260418_091503_852__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091503_852.png,approved
training_data_hud_crops/instability/user_20260418_081525__cap_20260418_091503_852__0.png,0,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091503_852.png,approved
training_data_hud_crops/mass/user_20260418_081525__cap_20260418_091510_265__0.png,0,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091510_265.png,approved
training_data_hud_crops/resistance/user_20260418_081525__cap_20260418_091510_265__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091510_265.png,approved
training_data_hud_crops/instability/user_20260418_081525__cap_20260418_091510_265__0.png,0,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091510_265.png,approved
training_data_hud_crops/mass/user_20260418_081525__cap_20260418_091513_560__4161.png,4161,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091513_560.png,approved
training_data_hud_crops/resistance/user_20260418_081525__cap_20260418_091513_560__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091513_560.png,approved
training_data_hud_crops/instability/user_20260418_081525__cap_20260418_091513_560__0.png,0,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091513_560.png,approved
training_data_hud_crops/mass/user_20260418_081525__cap_20260418_091516_276__1323.png,1323,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091516_276.png,approved
training_data_hud_crops/resistance/user_20260418_081525__cap_20260418_091516_276__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091516_276.png,approved
training_data_hud_crops/instability/user_20260418_081525__cap_20260418_091516_276__0.png,0,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091516_276.png,approved
training_data_hud_crops/mass/user_20260418_081525__cap_20260418_091518_926__2379.png,2379,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091518_926.png,approved
training_data_hud_crops/resistance/user_20260418_081525__cap_20260418_091518_926__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091518_926.png,approved
training_data_hud_crops/instability/user_20260418_081525__cap_20260418_091518_926__0.png,0,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091518_926.png,approved
training_data_hud_crops/mass/user_20260418_081525__cap_20260418_091525_906__2967.png,2967,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091525_906.png,approved
training_data_hud_crops/resistance/user_20260418_081525__cap_20260418_091525_906__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091525_906.png,approved
training_data_hud_crops/instability/user_20260418_081525__cap_20260418_091525_906__0.png,0,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091525_906.png,approved
training_data_hud_crops/mass/user_20260418_081525__cap_20260418_091527_391__2967.png,2967,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091527_391.png,approved
training_data_hud_crops/resistance/user_20260418_081525__cap_20260418_091527_391__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091527_391.png,approved
training_data_hud_crops/instability/user_20260418_081525__cap_20260418_091527_391__0.png,0,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091527_391.png,approved
training_data_hud_crops/mass/user_20260418_081525__cap_20260418_091531_202__3411.png,3411,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091531_202.png,approved
training_data_hud_crops/resistance/user_20260418_081525__cap_20260418_091531_202__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091531_202.png,approved
training_data_hud_crops/instability/user_20260418_081525__cap_20260418_091531_202__0.png,0,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091531_202.png,approved
training_data_hud_crops/mass/user_20260418_081525__cap_20260418_091533_553__4161.png,4161,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091533_553.png,approved
training_data_hud_crops/resistance/user_20260418_081525__cap_20260418_091533_553__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091533_553.png,approved
training_data_hud_crops/instability/user_20260418_081525__cap_20260418_091533_553__0.png,0,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091533_553.png,approved
training_data_hud_crops/mass/user_20260418_081525__cap_20260418_091537_094__0.png,0,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091537_094.png,approved
training_data_hud_crops/resistance/user_20260418_081525__cap_20260418_091537_094__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091537_094.png,approved
training_data_hud_crops/instability/user_20260418_081525__cap_20260418_091537_094__0.png,0,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091537_094.png,approved
training_data_hud_crops/mass/user_20260418_081525__cap_20260418_091541_516__2685.png,2685,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091541_516.png,approved
training_data_hud_crops/resistance/user_20260418_081525__cap_20260418_091541_516__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091541_516.png,approved
training_data_hud_crops/instability/user_20260418_081525__cap_20260418_091541_516__0.png,0,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091541_516.png,approved
training_data_hud_crops/mass/user_20260418_081525__cap_20260418_091605_801__0.png,0,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091605_801.png,approved
training_data_hud_crops/resistance/user_20260418_081525__cap_20260418_091605_801__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091605_801.png,approved
training_data_hud_crops/instability/user_20260418_081525__cap_20260418_091605_801__0.png,0,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091605_801.png,approved
training_data_hud_crops/mass/user_20260418_081525__cap_20260418_091610_344__0.png,0,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091610_344.png,approved
training_data_hud_crops/resistance/user_20260418_081525__cap_20260418_091610_344__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091610_344.png,approved
training_data_hud_crops/instability/user_20260418_081525__cap_20260418_091610_344__0.png,0,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091610_344.png,approved
training_data_hud_crops/mass/user_20260418_081525__cap_20260418_091612_033__0.png,0,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091612_033.png,approved
training_data_hud_crops/resistance/user_20260418_081525__cap_20260418_091612_033__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091612_033.png,approved
training_data_hud_crops/instability/user_20260418_081525__cap_20260418_091612_033__0.png,0,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091612_033.png,approved
training_data_hud_crops/mass/user_20260418_081525__cap_20260418_091613_641__0.png,0,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091613_641.png,approved
training_data_hud_crops/resistance/user_20260418_081525__cap_20260418_091613_641__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091613_641.png,approved
training_data_hud_crops/mass/user_20260418_081525__cap_20260418_091615_640__0.png,0,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091615_640.png,approved
training_data_hud_crops/mass/user_20260418_081525__cap_20260418_091617_606__0.png,0,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091617_606.png,approved
training_data_hud_crops/resistance/user_20260418_081525__cap_20260418_091617_606__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091617_606.png,approved
training_data_hud_crops/instability/user_20260418_081525__cap_20260418_091617_606__0.png,0,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091617_606.png,approved
training_data_hud_crops/mass/user_20260418_081525__cap_20260418_091623_650__2835.png,2835,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091623_650.png,approved
training_data_hud_crops/resistance/user_20260418_081525__cap_20260418_091623_650__47.png,47,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091623_650.png,approved
training_data_hud_crops/instability/user_20260418_081525__cap_20260418_091623_650__103p10.png,103.10,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091623_650.png,approved
training_data_hud_crops/mass/user_20260418_081525__cap_20260418_091632_274__2879.png,2879,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091632_274.png,approved
training_data_hud_crops/resistance/user_20260418_081525__cap_20260418_091632_274__46.png,46,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091632_274.png,approved
training_data_hud_crops/instability/user_20260418_081525__cap_20260418_091632_274__115p78.png,115.78,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091632_274.png,approved
training_data_hud_crops/mass/user_20260418_081525__cap_20260418_091639_150__2960.png,2960,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091639_150.png,approved
training_data_hud_crops/resistance/user_20260418_081525__cap_20260418_091639_150__47.png,47,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091639_150.png,approved
training_data_hud_crops/instability/user_20260418_081525__cap_20260418_091639_150__126p02.png,126.02,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091639_150.png,approved
training_data_hud_crops/mass/user_20260418_081525__cap_20260418_091641_158__2960.png,2960,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091641_158.png,approved
training_data_hud_crops/resistance/user_20260418_081525__cap_20260418_091641_158__47.png,47,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091641_158.png,approved
training_data_hud_crops/instability/user_20260418_081525__cap_20260418_091641_158__126p02.png,126.02,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091641_158.png,approved
training_data_hud_crops/mass/user_20260418_081525__cap_20260418_091641_731__2960.png,2960,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091641_731.png,approved
training_data_hud_crops/resistance/user_20260418_081525__cap_20260418_091641_731__47.png,47,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091641_731.png,approved
training_data_hud_crops/instability/user_20260418_081525__cap_20260418_091641_731__126p02.png,126.02,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091641_731.png,approved
training_data_hud_crops/mass/user_20260418_081525__cap_20260418_091645_529__2879.png,2879,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091645_529.png,approved
training_data_hud_crops/resistance/user_20260418_081525__cap_20260418_091645_529__46.png,46,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091645_529.png,approved
training_data_hud_crops/instability/user_20260418_081525__cap_20260418_091645_529__115p78.png,115.78,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091645_529.png,approved
training_data_hud_crops/mass/user_20260418_081525__cap_20260418_091648_943__2635.png,2635,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091648_943.png,approved
training_data_hud_crops/resistance/user_20260418_081525__cap_20260418_091648_943__47.png,47,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091648_943.png,approved
training_data_hud_crops/instability/user_20260418_081525__cap_20260418_091648_943__103p10.png,103.10,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_091648_943.png,approved
