path,true_char,cnn_read,correct,field,position,panel,verified
_unverified\cap_20260418_091623_650__instability__p3__cnn-pct__gt-103.10__read-None.png,,%,,instability,3,cap_20260418_091623_650.png,False
_unverified\cap_20260418_091623_650__instability__p4__cnn-4__gt-103.10__read-None.png,,4,,instability,4,cap_20260418_091623_650.png,False
_unverified\cap_20260418_091623_650__instability__p5__cnn-pct__gt-103.10__read-None.png,,%,,instability,5,cap_20260418_091623_650.png,False
_unverified\cap_20260418_091623_650__instability__p6__cnn-6__gt-103.10__read-None.png,,6,,instability,6,cap_20260418_091623_650.png,False
_unverified\cap_20260418_091623_650__instability__p7__cnn-dot__gt-103.10__read-None.png,,.,,instability,7,cap_20260418_091623_650.png,False
_unverified\cap_20260418_091623_650__instability__p8__cnn-pct__gt-103.10__read-None.png,,%,,instability,8,cap_20260418_091623_650.png,False
_unverified\cap_20260418_091623_650__instability__p9__cnn-4__gt-103.10__read-None.png,,4,,instability,9,cap_20260418_091623_650.png,False
_unverified\cap_20260418_091623_650__instability__p10__cnn-dot__gt-103.10__read-None.png,,.,,instability,10,cap_20260418_091623_650.png,False
_unverified\cap_20260418_091623_650__instability__p11__cnn-pct__gt-103.10__read-None.png,,%,,instability,11,cap_20260418_091623_650.png,False
_unverified\cap_20260418_091623_650__instability__p12__cnn-pct__gt-103.10__read-None.png,,%,,instability,12,cap_20260418_091623_650.png,False
_unverified\cap_20260418_091623_650__instability__p13__cnn-4__gt-103.10__read-None.png,,4,,instability,13,cap_20260418_091623_650.png,False
_unverified\cap_20260418_091623_650__instability__p14__cnn-4__gt-103.10__read-None.png,,4,,instability,14,cap_20260418_091623_650.png,False
_unverified\cap_20260418_091623_650__instability__p15__cnn-7__gt-103.10__read-None.png,,7,,instability,15,cap_20260418_091623_650.png,False
_unverified\cap_20260418_091623_650__instability__p16__cnn-4__gt-103.10__read-None.png,,4,,instability,16,cap_20260418_091623_650.png,False
_unverified\cap_20260418_091623_650__instability__p17__cnn-dot__gt-103.10__read-None.png,,.,,instability,17,cap_20260418_091623_650.png,False
_unverified\cap_20260418_091623_650__instability__p18__cnn-pct__gt-103.10__read-None.png,,%,,instability,18,cap_20260418_091623_650.png,False
_unverified\cap_20260418_091623_650__instability__p19__cnn-pct__gt-103.10__read-None.png,,%,,instability,19,cap_20260418_091623_650.png,False
_unverified\cap_20260418_091639_150__mass__p0__cnn-dot__gt-2960__read-None.png,,.,,mass,0,cap_20260418_091639_150.png,False
_unverified\cap_20260418_091639_150__resistance__p0__cnn-dot__gt-47__read-5.png,,.,,resistance,0,cap_20260418_091639_150.png,False
2\cap_20260418_091641_158__mass__p0__cnn-2__ok.png,2,2,True,mass,0,cap_20260418_091641_158.png,True
9\cap_20260418_091641_158__mass__p1__cnn-9__ok.png,9,9,True,mass,1,cap_20260418_091641_158.png,True
6\cap_20260418_091641_158__mass__p2__cnn-6__ok.png,6,6,True,mass,2,cap_20260418_091641_158.png,True
0\cap_20260418_091641_158__mass__p3__cnn-0__ok.png,0,0,True,mass,3,cap_20260418_091641_158.png,True
4\cap_20260418_091641_158__resistance__p0__cnn-4__ok.png,4,4,True,resistance,0,cap_20260418_091641_158.png,True
7\cap_20260418_091641_158__resistance__p1__cnn-7__ok.png,7,7,True,resistance,1,cap_20260418_091641_158.png,True
pct\cap_20260418_091641_158__resistance__p2__cnn-pct__ok.png,%,%,True,resistance,2,cap_20260418_091641_158.png,True
1\cap_20260418_091641_158__instability__p0__cnn-1__ok.png,1,1,True,instability,0,cap_20260418_091641_158.png,True
2\cap_20260418_091641_158__instability__p1__cnn-2__ok.png,2,2,True,instability,1,cap_20260418_091641_158.png,True
6\cap_20260418_091641_158__instability__p2__cnn-6__ok.png,6,6,True,instability,2,cap_20260418_091641_158.png,True
dot\cap_20260418_091641_158__instability__p3__cnn-dot__ok.png,.,.,True,instability,3,cap_20260418_091641_158.png,True
0\cap_20260418_091641_158__instability__p4__cnn-0__ok.png,0,0,True,instability,4,cap_20260418_091641_158.png,True
2\cap_20260418_091641_158__instability__p5__cnn-2__ok.png,2,2,True,instability,5,cap_20260418_091641_158.png,True
2\cap_20260418_091641_731__mass__p0__cnn-2__ok.png,2,2,True,mass,0,cap_20260418_091641_731.png,True
9\cap_20260418_091641_731__mass__p1__cnn-9__ok.png,9,9,True,mass,1,cap_20260418_091641_731.png,True
6\cap_20260418_091641_731__mass__p2__cnn-6__ok.png,6,6,True,mass,2,cap_20260418_091641_731.png,True
0\cap_20260418_091641_731__mass__p3__cnn-0__ok.png,0,0,True,mass,3,cap_20260418_091641_731.png,True
4\cap_20260418_091641_731__resistance__p0__cnn-4__ok.png,4,4,True,resistance,0,cap_20260418_091641_731.png,True
7\cap_20260418_091641_731__resistance__p1__cnn-7__ok.png,7,7,True,resistance,1,cap_20260418_091641_731.png,True
pct\cap_20260418_091641_731__resistance__p2__cnn-pct__ok.png,%,%,True,resistance,2,cap_20260418_091641_731.png,True
1\cap_20260418_091641_731__instability__p0__cnn-1__ok.png,1,1,True,instability,0,cap_20260418_091641_731.png,True
2\cap_20260418_091641_731__instability__p1__cnn-2__ok.png,2,2,True,instability,1,cap_20260418_091641_731.png,True
6\cap_20260418_091641_731__instability__p2__cnn-6__ok.png,6,6,True,instability,2,cap_20260418_091641_731.png,True
dot\cap_20260418_091641_731__instability__p3__cnn-dot__ok.png,.,.,True,instability,3,cap_20260418_091641_731.png,True
0\cap_20260418_091641_731__instability__p4__cnn-0__ok.png,0,0,True,instability,4,cap_20260418_091641_731.png,True
2\cap_20260418_091641_731__instability__p5__cnn-2__ok.png,2,2,True,instability,5,cap_20260418_091641_731.png,True
2\cap_20260418_091645_529__mass__p0__cnn-2__ok.png,2,2,True,mass,0,cap_20260418_091645_529.png,True
8\cap_20260418_091645_529__mass__p1__cnn-8__ok.png,8,8,True,mass,1,cap_20260418_091645_529.png,True
7\cap_20260418_091645_529__mass__p2__cnn-7__ok.png,7,7,True,mass,2,cap_20260418_091645_529.png,True
9\cap_20260418_091645_529__mass__p3__cnn-9__ok.png,9,9,True,mass,3,cap_20260418_091645_529.png,True
_unverified\cap_20260418_091645_529__resistance__p0__cnn-4__gt-46__read-46.png,,4,,resistance,0,cap_20260418_091645_529.png,False
_unverified\cap_20260418_091645_529__resistance__p1__cnn-6__gt-46__read-46.png,,6,,resistance,1,cap_20260418_091645_529.png,False
_unverified\cap_20260418_091645_529__resistance__p2__cnn-5__gt-46__read-46.png,,5,,resistance,2,cap_20260418_091645_529.png,False
_unverified\cap_20260418_091645_529__resistance__p3__cnn-pct__gt-46__read-46.png,,%,,resistance,3,cap_20260418_091645_529.png,False
_unverified\cap_20260418_091645_529__instability__p0__cnn-1__gt-115.78__read-11.54.png,,1,,instability,0,cap_20260418_091645_529.png,False
_unverified\cap_20260418_091645_529__instability__p1__cnn-1__gt-115.78__read-11.54.png,,1,,instability,1,cap_20260418_091645_529.png,False
_unverified\cap_20260418_091645_529__instability__p2__cnn-5__gt-115.78__read-11.54.png,,5,,instability,2,cap_20260418_091645_529.png,False
_unverified\cap_20260418_091645_529__instability__p3__cnn-dot__gt-115.78__read-11.54.png,,.,,instability,3,cap_20260418_091645_529.png,False
_unverified\cap_20260418_091645_529__instability__p4__cnn-4__gt-115.78__read-11.54.png,,4,,instability,4,cap_20260418_091645_529.png,False
2\cap_20260418_091648_943__mass__p0__cnn-2__ok.png,2,2,True,mass,0,cap_20260418_091648_943.png,True
6\cap_20260418_091648_943__mass__p1__cnn-6__ok.png,6,6,True,mass,1,cap_20260418_091648_943.png,True
3\cap_20260418_091648_943__mass__p2__cnn-3__ok.png,3,3,True,mass,2,cap_20260418_091648_943.png,True
5\cap_20260418_091648_943__mass__p3__cnn-5__ok.png,5,5,True,mass,3,cap_20260418_091648_943.png,True
4\cap_20260418_091648_943__resistance__p0__cnn-4__ok.png,4,4,True,resistance,0,cap_20260418_091648_943.png,True
7\cap_20260418_091648_943__resistance__p1__cnn-7__ok.png,7,7,True,resistance,1,cap_20260418_091648_943.png,True
pct\cap_20260418_091648_943__resistance__p2__cnn-pct__ok.png,%,%,True,resistance,2,cap_20260418_091648_943.png,True
_unverified\cap_20260418_091648_943__instability__p0__cnn-1__gt-103.10__read-10.10.png,,1,,instability,0,cap_20260418_091648_943.png,False
_unverified\cap_20260418_091648_943__instability__p1__cnn-8__gt-103.10__read-10.10.png,,8,,instability,1,cap_20260418_091648_943.png,False
_unverified\cap_20260418_091648_943__instability__p2__cnn-dot__gt-103.10__read-10.10.png,,.,,instability,2,cap_20260418_091648_943.png,False
_unverified\cap_20260418_091648_943__instability__p3__cnn-1__gt-103.10__read-10.10.png,,1,,instability,3,cap_20260418_091648_943.png,False
_unverified\cap_20260418_091648_943__instability__p4__cnn-0__gt-103.10__read-10.10.png,,0,,instability,4,cap_20260418_091648_943.png,False
